row_id,request_key,case_id,phase,action_type,status,syntax,defects,declared_outcome,reason,themes,identical_decoded_pixels,token_count,limit_hit,ended_with_eos,raw_response,source_path,source_sha256
browser_use_trained,7b2b2157f4d5b23ff6331131da9a67190ef61d176ab45c67c56fcbd2128003d9,gold_v16_40k_002215__step_0001,interaction_assessment,PRESS_KEY,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,True,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/7b2b2157f4d5b23ff6331131da9a67190ef61d176ab45c67c56fcbd2128003d9.json,bff1a5bcd8a56a02e63ff4d2df54c725ca4bd1a0d4b8eb3d35f239c874f8217b
browser_use_trained,709f17a4bcd58c7e0d9227b4c3062de8a51d07021a7ecb092bd350869ae23dc5,gold_v16_40k_002350__step_0001,interaction_assessment,TYPE,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,True,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/709f17a4bcd58c7e0d9227b4c3062de8a51d07021a7ecb092bd350869ae23dc5.json,45a4b14238ea699394af5392dc9d817b68e62dc3c1cfcc335dbdb611dc4c1469
browser_use_trained,3b509deaf7cb7096e6842da41ebaba7d5f95e9b8c04e98595d77129244ab8b3a,gold_v16_40k_002815__step_0001,interaction_assessment,PRESS_KEY,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,True,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/3b509deaf7cb7096e6842da41ebaba7d5f95e9b8c04e98595d77129244ab8b3a.json,bc4c1fae7f586af3c84024f9a59e7b5c2a254fb0ab1a13c7a877adf76e895a9d
browser_use_trained,5dc69cb1a8e40f9ed38f41af2612e6fa51265e79b7faf234fb7f8ed578b20e17,gold_v16_40k_003383__step_0000,interaction_assessment,PRESS_KEY,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,True,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/5dc69cb1a8e40f9ed38f41af2612e6fa51265e79b7faf234fb7f8ed578b20e17.json,7c49adeaf9665db1399dc54a8cb7d87d1cdb5770de90bb04e354dbba504a564e
browser_use_trained,e8a76cf7efdb5db0b70835d24197102fefdab50e1af31f08a14f8a72c448844e,gold_v16_40k_004610__step_0000,interaction_assessment,SCROLL,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,True,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/e8a76cf7efdb5db0b70835d24197102fefdab50e1af31f08a14f8a72c448844e.json,0768a1f745158ffbecd5679cf216784481102dcc6533dd41e66bde809bad50e4
browser_use_trained,8f4d29e361a160d65381ffa9736d4d5747b31d83894032a8b8325272a5ff2b7d,gold_v16_40k_005114__step_0000,interaction_assessment,SELECT,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,True,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/8f4d29e361a160d65381ffa9736d4d5747b31d83894032a8b8325272a5ff2b7d.json,84ca2c936fcf84423adf307a619a5497a883f1a2907640f7068ab40bf7fffc03
browser_use_trained,556eed37c45c4bad000cbea298e83384a05a9238782dc31577c1ce2cbea75a4a,gold_v16_40k_005220__step_0000,interaction_assessment,NAVIGATE,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,False,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/556eed37c45c4bad000cbea298e83384a05a9238782dc31577c1ce2cbea75a4a.json,752d46a2cbfc489963a3b4d03740ba463a950559b3ed24a9825a041adbd371fd
browser_use_trained,df6fe7b67ed08029d5e1e3cd7a3652d0bf4edcf4ca3210d6a020216f9e2fd9fa,gold_v16_40k_005424__step_0001,interaction_assessment,PRESS_KEY,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,False,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/df6fe7b67ed08029d5e1e3cd7a3652d0bf4edcf4ca3210d6a020216f9e2fd9fa.json,b33eeea63701f2abd24de8b4dcd602df1523ad786ea51ca2219238166aecc653
browser_use_trained,238e5c5051fc1beb1bdbc6a9f41a2aa28566aa6f800cd402cb522d10da1733a6,gold_v16_40k_005928__step_0000,interaction_assessment,SCROLL,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,False,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/238e5c5051fc1beb1bdbc6a9f41a2aa28566aa6f800cd402cb522d10da1733a6.json,b33b78aff6a62a59028f4bb26b1451955f241c8813ce5da71893c28e11a792b3
browser_use_trained,bda25a8ff48e028e5b76d469bb7e588d221f40c415b9b6fb858b450aeda53798,gold_v16_40k_006068__step_0001,interaction_assessment,TYPE,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,False,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/bda25a8ff48e028e5b76d469bb7e588d221f40c415b9b6fb858b450aeda53798.json,af92a5183c0fe08e510b895d8cfc9f390e77bb2926f05497b5fb050a5637b165
browser_use_trained,e70510954a0c1db9eac08b9ef494b1e2f59d6bdbd0ee285ffdec41f559a92c12,gold_v16_40k_006329__step_0000,interaction_assessment,NAVIGATE,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,False,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/e70510954a0c1db9eac08b9ef494b1e2f59d6bdbd0ee285ffdec41f559a92c12.json,a919394c399c39606e31c951f7748f2d76f5712a842be891a6e586047f488a67
browser_use_trained,ba604e8a4d7a13df56a028817e90dec4e26d01028e21015afbd7eec968fe54e7,gold_v16_40k_006668__step_0000,interaction_assessment,TYPE,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,False,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/ba604e8a4d7a13df56a028817e90dec4e26d01028e21015afbd7eec968fe54e7.json,6719b27aa5d83a8d5c960d8c04b997289bd80c2007cea5cfd7f16b68699d7f26
browser_use_trained,97bcfe685e1e0041d2040fe3bcae4fbbcaea4e3e59b25fbe83afaee997a4b36b,gold_v16_40k_006711__step_0000,interaction_assessment,PRESS_KEY,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,False,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/97bcfe685e1e0041d2040fe3bcae4fbbcaea4e3e59b25fbe83afaee997a4b36b.json,07652ca5cb0a38a0da75c529eeb7328e48686bd46402294f4bc602250f861f9a
browser_use_trained,38aee842e01b4f48129501cd2cf6f4ee6a812737b15bb11bd1333720f240abc5,gold_v16_40k_006922__step_0000,interaction_assessment,PRESS_KEY,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,True,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/38aee842e01b4f48129501cd2cf6f4ee6a812737b15bb11bd1333720f240abc5.json,24c1c6738c22cd7f89aa1400d5d2bfaa39ee40b282eac1f913396451ea6c307e
browser_use_trained,a22a92066c8cb5c38cbb4314b062cf2b29d6bc4105b664f6f3b44e9b3e750e15,gold_v16_40k_008124__step_0001,interaction_assessment,PRESS_KEY,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,False,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/a22a92066c8cb5c38cbb4314b062cf2b29d6bc4105b664f6f3b44e9b3e750e15.json,a59b75e72e7849f5a934e0f99c1069807f39a4d3c05871fe39a7b01e4ab1a379
browser_use_trained,ba963fe09bce120c02f5f1fbfba43235f3515c5b2ff2327ac1049da95f0ac433,gold_v16_40k_008955__step_0000,interaction_assessment,PRESS_KEY,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,False,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/ba963fe09bce120c02f5f1fbfba43235f3515c5b2ff2327ac1049da95f0ac433.json,c89614814ef0c10e66d14ba787a4161b2dc5be8446b1c821a418ffbf73480388
browser_use_trained,266359243ebcff9deb38daa82e108222fbe4b17c20bf12fcf0a2990b8c34dbf0,gold_v16_40k_009102__step_0001,interaction_assessment,PRESS_KEY,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,True,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/266359243ebcff9deb38daa82e108222fbe4b17c20bf12fcf0a2990b8c34dbf0.json,ed309ce8c5b08304cd86da14c352c579f880b38be0cfdf3ecc6a0d43b3439a7d
browser_use_trained,75742fbba5d28dcfebe21c7833981c3556303e79220445f4c0710713169d704a,gold_v16_40k_010773__step_0000,interaction_assessment,PRESS_KEY,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,True,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/75742fbba5d28dcfebe21c7833981c3556303e79220445f4c0710713169d704a.json,0c559678e656dbea21a0d7381417d5923545bee5699e0c52f5af3494000e9c10
browser_use_trained,d94c6e75e798d8771b38c39c5967b9c4bb52636c358dd415b0939a021a6530ed,gold_v16_40k_012510__step_0000,interaction_assessment,TYPE,parse_error,json,invalid_failure_label,FAILURE,No change observed in the screenshots,,True,30,False,True,"{""outcome_label"": ""FAILURE"", ""reason"": ""No change observed in the screenshots"", ""failure_type_4"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/d94c6e75e798d8771b38c39c5967b9c4bb52636c358dd415b0939a021a6530ed.json,1f2535fb3ca3eb86a738292d043d53cefea3de7565e1639ce77604020c52003b
browser_use_trained,2e62a90eb3514059829d33714f8827260bdb7986d94d62b3612ca822f8f077fd,gold_v16_40k_012708__step_0000,interaction_assessment,SELECT,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,True,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/2e62a90eb3514059829d33714f8827260bdb7986d94d62b3612ca822f8f077fd.json,356cda5a5ae59b602c3b74eaabecbe3c1a1fdf87479df4db13234d93827863ef
browser_use_trained,665465d9f748a22a325228bc916f8209a338ba5ba2cc86741e3f66983024c9b2,gold_v16_40k_012824__step_0000,interaction_assessment,CLICK,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,False,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/665465d9f748a22a325228bc916f8209a338ba5ba2cc86741e3f66983024c9b2.json,e6f36d6c771881429768d36919eaa5a003f1ae7f0022c321509400d97ad31ea4
browser_use_trained,f09a014816f1df1ce85e423a24c2300129ea084b286fa2854634b0b9936ee81e,gold_v16_40k_014584__step_0000,interaction_assessment,PRESS_KEY,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,False,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/f09a014816f1df1ce85e423a24c2300129ea084b286fa2854634b0b9936ee81e.json,cf144fb4c340b823687d79e8eac97a7a557ea9bed84c7c18a39ef8046fb36fd9
browser_use_trained,06f6ea23a996ec13bd895bed31a232e1e6daab40e55b878a89e2e23672621009,gold_v16_40k_018588__step_0000,interaction_assessment,SELECT,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,True,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/06f6ea23a996ec13bd895bed31a232e1e6daab40e55b878a89e2e23672621009.json,ce546ee298c86050adfd9cd9f0f613a15eec76bdb132a1a9f064fa63f4ec6f10
browser_use_trained,5d49ebaf12d84d9012267c1b2b32e212cb57d2f3110a625a200b01ebc89ea6c3,gold_v16_40k_023929__step_0000,interaction_assessment,PRESS_KEY,parse_error,json,missing:failure_type_4|missing:reason,ABSTAIN,,,False,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_trained/5d49ebaf12d84d9012267c1b2b32e212cb57d2f3110a625a200b01ebc89ea6c3.json,4005991b2350185ff4f59eb51480fafcab257a7b579ffa75a4c83c143afbc505
webvoyager_trained,8622e1251b41e8dd82063e343ea1a82982b4281a9524b583ca6ea868ab3d535b,gold_v16_40k_004873__step_0000,recovery_assessment,SELECT,parse_error,not_bare_json,not_bare_json,,,,False,42,False,True,"```json
{""outcome_label"": ""ABSTAIN"", ""reason"": ""The executed action's value is null, and there is no visible change in the dropdown selection between the two screenshots.""}
```",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/webvoyager_trained/8622e1251b41e8dd82063e343ea1a82982b4281a9524b583ca6ea868ab3d535b.json,b938f67aa9a4fda82471791f05bce5ad4edbee67e1e1f8c492b6c0fd34a1b9e2
webvoyager_trained,1365bada81c78167df4b525016d5cabef16318980d0ef675cc9b5d8bded0f143,gold_v16_40k_005055__step_0001,interaction_assessment,SELECT,parse_error,json,missing:failure_type_4,ABSTAIN,The executed action type 'SELECT' with a null value does not provide sufficient information to determine the outcome based on the given instructions and screenshots.,,False,43,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""The executed action type 'SELECT' with a null value does not provide sufficient information to determine the outcome based on the given instructions and screenshots.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/webvoyager_trained/1365bada81c78167df4b525016d5cabef16318980d0ef675cc9b5d8bded0f143.json,ecfa6bd8b15c0d24d81f469db42ff9c111b3f8a0352dd1dfc1359bb2d765dc33
webvoyager_trained,1d1b90645be8a126d85d7754fb5b5022d148516f68b115856d5c9b484142b244,gold_v16_40k_009303__step_0000,interaction_assessment,TYPE,parse_error,json,missing:failure_type_4,ABSTAIN,"The executed action involves typing in the search bar, but the input value is null, making it impossible to determine the outcome based on the provided information.",,False,45,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""The executed action involves typing in the search bar, but the input value is null, making it impossible to determine the outcome based on the provided information.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/webvoyager_trained/1d1b90645be8a126d85d7754fb5b5022d148516f68b115856d5c9b484142b244.json,94f238cd0a5fa5e2fb9efa6943537c9c96c5120cb535be8a39dae8f880d07ec2
webvoyager_trained,08bf8cc60254a88f8a5e61a72f7015c98ddd8a012d15e9e3d4e7574611fc4905,gold_v16_40k_011427__step_0000,recovery_assessment,NAVIGATE,parse_error,json,missing:reason,ABSTAIN,,,False,10,False,True,"{""outcome_label"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/webvoyager_trained/08bf8cc60254a88f8a5e61a72f7015c98ddd8a012d15e9e3d4e7574611fc4905.json,235cde47b2f350fb73ffb7efdb6acfe3b91af5193f95d938043c415b20ed4f17
webvoyager_trained,2e62a90eb3514059829d33714f8827260bdb7986d94d62b3612ca822f8f077fd,gold_v16_40k_012708__step_0000,interaction_assessment,SELECT,parse_error,json,missing:failure_type_4,ABSTAIN,"No change detected between the screenshots, and the action type 'SELECT' with a null value does not provide sufficient evidence to determine the outcome.",,True,43,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""No change detected between the screenshots, and the action type 'SELECT' with a null value does not provide sufficient evidence to determine the outcome.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/webvoyager_trained/2e62a90eb3514059829d33714f8827260bdb7986d94d62b3612ca822f8f077fd.json,ee5add1107a23639bb90674bff35ba207b93c310b18477a793b89c2d3416f954
webvoyager_trained,b62b007a6ac637ddb80a907c408142fe6d5fd5de742364efbd4613372a47f26b,gold_v16_40k_024647__step_0000,interaction_assessment,SELECT,parse_error,json,missing:failure_type_4,ABSTAIN,The executed action type 'SELECT' with a null value does not provide sufficient information to determine the outcome based on the given instructions.,,False,41,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""The executed action type 'SELECT' with a null value does not provide sufficient information to determine the outcome based on the given instructions.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/webvoyager_trained/b62b007a6ac637ddb80a907c408142fe6d5fd5de742364efbd4613372a47f26b.json,e76d44a4a58ed46ce67be4c7d1a913277f7d2ecbdf5d9e426c43b1cd5a2e4880
