request_key,case_id,phase,action_type,value_missing,target_supplied,history_supplied,task_description,before_image,after_image,before_size,after_size,identical_decoded_pixels
3b509deaf7cb7096e6842da41ebaba7d5f95e9b8c04e98595d77129244ab8b3a,gold_v16_40k_002815__step_0001,interaction_assessment,PRESS_KEY,True,False,False,Locate the needed form setting for this page goal.,images/gold_v16_40k_002815/before_0002.png,images/gold_v16_40k_002815/after_0002.png,"(1280, 720)","(1280, 720)",True
0dae7a36ed20e847557303dd7fe92090d460a28ace3c09767c0d85303d3f6126,gold_v16_40k_002815__step_0001,recovery_assessment,PRESS_KEY,True,False,False,Locate the needed form setting for this page goal.,images/gold_v16_40k_002815/after_0002.png,images/gold_v16_40k_002815/after_0003.png,"(1280, 720)","(1280, 720)",True
1fe35a4c1b725019b5c2ae42c6b22193e12a1886e406b87580784d3ef71cf4ce,gold_v16_40k_002913__step_0002,interaction_assessment,CLICK,True,False,False,Locate the relevant information page for this page goal.,images/gold_v16_40k_002913/before_0003.png,images/gold_v16_40k_002913/after_0003.png,"(1280, 720)","(1280, 720)",False
d33b33b3007d5080e634a1419807a26f711e2c22a5e934b0255bb6ee6021989e,gold_v16_40k_002945__step_0002,interaction_assessment,CLICK,True,False,False,Look for the relevant information page for this page goal.,images/gold_v16_40k_002945/before_0003.png,images/gold_v16_40k_002945/after_0003.png,"(1280, 720)","(1280, 720)",False
460136da013c36b75eb702a9ae7e8e82704bf034c7b4932a3b5e416ff55041b6,gold_v16_40k_003228__step_0001,interaction_assessment,SCROLL,True,False,False,Locate the target web resource for the next task step.,images/gold_v16_40k_003228/before_0002.png,images/gold_v16_40k_003228/after_0002.png,"(1280, 720)","(1280, 720)",False
1f159f9fa178ff92b705bc650f52f19c7137e286c670b84685e2b8b436c082ba,gold_v16_40k_003255__step_0001,interaction_assessment,SELECT,True,False,False,Look for the target page state for the next task step.,images/gold_v16_40k_003255/before_0002.png,images/gold_v16_40k_003255/after_0002.png,"(1280, 720)","(1280, 720)",False
7a346513995857bb29074f7fdf7a0b0d889fa38fdc6f3fd4570842da26af3953,gold_v16_40k_003255__step_0001,recovery_assessment,SELECT,True,False,False,Look for the target page state for the next task step.,images/gold_v16_40k_003255/after_0002.png,images/gold_v16_40k_003255/after_0003.png,"(1280, 720)","(1280, 720)",False
eac585c8ac3d5aa480622a937213699ee1649a4e57215f6398b5d94421353bf3,gold_v16_40k_003363__step_0002,interaction_assessment,CLICK,True,False,False,Look for the needed reference material for the next task step.,images/gold_v16_40k_003363/before_0003.png,images/gold_v16_40k_003363/after_0003.png,"(1280, 720)","(1280, 720)",False
f7c7d4a685a042a9c7e460eb7629c41a3bde231a14ced948db95884222675755,gold_v16_40k_003368__step_0001,interaction_assessment,TYPE,True,False,False,Look for the requested lookup value for the next task step.,images/gold_v16_40k_003368/before_0002.png,images/gold_v16_40k_003368/after_0002.png,"(1280, 720)","(1280, 720)",False
5dc69cb1a8e40f9ed38f41af2612e6fa51265e79b7faf234fb7f8ed578b20e17,gold_v16_40k_003383__step_0000,interaction_assessment,PRESS_KEY,True,False,False,Look for the requested lookup value for the next task step.,images/gold_v16_40k_003383/before_0001.png,images/gold_v16_40k_003383/after_0001.png,"(1280, 720)","(1280, 720)",True
ce69bffc5d88b0bc4fc03e81ccb66cb6b59dfc0718886691bf5dbb66570c87b3,gold_v16_40k_003383__step_0000,recovery_assessment,PRESS_KEY,True,False,False,Look for the requested lookup value for the next task step.,images/gold_v16_40k_003383/after_0001.png,images/gold_v16_40k_003383/after_0002.png,"(1280, 720)","(1280, 720)",False
0b6d62b8d805996b269e8981fdc5dcb2c45f496fb9363629993101239d84d28d,gold_v16_40k_003388__step_0000,interaction_assessment,NAVIGATE,True,False,False,Look for the needed reference material for the next task step.,images/gold_v16_40k_003388/before_0001.png,images/gold_v16_40k_003388/after_0001.png,"(1280, 720)","(1280, 720)",False
dc7968da14036c1c14cba89f5451e78b2c3b3821ea835700610f3a1f12fda496,gold_v16_40k_003388__step_0000,recovery_assessment,NAVIGATE,True,False,False,Look for the needed reference material for the next task step.,images/gold_v16_40k_003388/after_0001.png,images/gold_v16_40k_003388/after_0002.png,"(1280, 720)","(1280, 720)",False
c4a86e294ad55eac856fa4dab79e5c61cc600155e09cda4562331662fb8e02ef,gold_v16_40k_003400__step_0000,interaction_assessment,TYPE,True,False,False,Locate the needed page setting for the next task step.,images/gold_v16_40k_003400/before_0001.png,images/gold_v16_40k_003400/after_0001.png,"(1280, 720)","(1280, 720)",False
df4810404138fd08318ff235df3048e0496b178d815b21ce6af7c536def6d849,gold_v16_40k_003400__step_0000,recovery_assessment,TYPE,True,False,False,Locate the needed page setting for the next task step.,images/gold_v16_40k_003400/after_0001.png,images/gold_v16_40k_003400/after_0002.png,"(1280, 720)","(1280, 720)",True
f362e200a989a95def0f1d044a115a8d51d266a5be836c60e51af68e9bbdb3e5,gold_v16_40k_003410__step_0002,interaction_assessment,SCROLL,True,False,False,Locate the requested page section for the next task step.,images/gold_v16_40k_003410/before_0003.png,images/gold_v16_40k_003410/after_0003.png,"(1280, 720)","(1280, 720)",True
3941ffd80c0524c97006b0291fc6aa50b5b16a0b1dd8f6fcf44a0214547236d9,gold_v16_40k_003452__step_0000,interaction_assessment,CLICK,True,False,False,Locate the needed reference material for this page goal.,images/gold_v16_40k_003452/before_0001.png,images/gold_v16_40k_003452/after_0001.png,"(1280, 720)","(1280, 720)",False
4b830014c8a49def4f78c17d021a2de3ecf81f4b2679358e5e726dfa380d2129,gold_v16_40k_003459__step_0000,interaction_assessment,TYPE,True,False,False,Look for the needed page setting for the next task step.,images/gold_v16_40k_003459/before_0001.png,images/gold_v16_40k_003459/after_0001.png,"(1280, 720)","(1280, 720)",False
065f5f54b8887592cd0a5a0df4cd92fb5db0e840eb0345c0aba3a5cbddae34c9,gold_v16_40k_003459__step_0000,recovery_assessment,TYPE,True,False,False,Look for the needed page setting for the next task step.,images/gold_v16_40k_003459/after_0001.png,images/gold_v16_40k_003459/after_0002.png,"(1280, 720)","(1280, 720)",False
9a4fee97e9431d53efd451b7dd662253ba96a5f706026dac459f309efeb6aeb2,gold_v16_40k_003469__step_0000,interaction_assessment,SCROLL,True,False,False,Look for the requested page section for the next task step.,images/gold_v16_40k_003469/before_0001.png,images/gold_v16_40k_003469/after_0001.png,"(1280, 720)","(1280, 720)",False
a9cd9b4116e2e8c72f039a13286a26790accbb696828de67018ccbc607e25b20,gold_v16_40k_003469__step_0000,recovery_assessment,SCROLL,True,False,False,Look for the requested page section for the next task step.,images/gold_v16_40k_003469/after_0001.png,images/gold_v16_40k_003469/after_0002.png,"(1280, 720)","(1280, 720)",False
e6a64bc4bf5bc6b2b31a357abd5cf1866520e849e959ca432e7867431f9122e3,gold_v16_40k_003474__step_0000,interaction_assessment,PRESS_KEY,True,False,False,Look for the needed page setting for the next task step.,images/gold_v16_40k_003474/before_0001.png,images/gold_v16_40k_003474/after_0001.png,"(1280, 720)","(1280, 720)",False
166c4d014f573278a8e1d0b1c47451cf2d31c6654de4a4d4f1a32b9e8fd2bcc1,gold_v16_40k_003474__step_0000,recovery_assessment,PRESS_KEY,True,False,False,Look for the needed page setting for the next task step.,images/gold_v16_40k_003474/after_0001.png,images/gold_v16_40k_003474/after_0002.png,"(1280, 720)","(1280, 720)",False
a8770ad20605a11fa0cf8a1a108d4e16ce99c72377592c90f2b298b6f4314c93,gold_v16_40k_003550__step_0000,interaction_assessment,TYPE,True,False,False,Look for the target form state for the next task step.,images/gold_v16_40k_003550/before_0001.png,images/gold_v16_40k_003550/after_0001.png,"(1280, 720)","(1280, 720)",True
31c0cd15a529112affdc01605b7503b754a874b8b363071dcde0261cba20162f,gold_v16_40k_003550__step_0000,recovery_assessment,TYPE,True,False,False,Look for the target form state for the next task step.,images/gold_v16_40k_003550/after_0001.png,images/gold_v16_40k_003550/after_0002.png,"(1280, 720)","(1280, 720)",True
9180c63e93066143a3855bb0001b7d8fcbeae79e60b5133428327b4eabeb7c13,gold_v16_40k_003555__step_0001,interaction_assessment,SELECT,True,False,False,Look for the target form state for the next task step.,images/gold_v16_40k_003555/before_0002.png,images/gold_v16_40k_003555/after_0002.png,"(1280, 720)","(1280, 720)",True
065e560c5225b8356a81a176514ed2ab5b78d1ddc4ea4a9f875423d5a7ae82e6,gold_v16_40k_003555__step_0001,recovery_assessment,SELECT,True,False,False,Look for the target form state for the next task step.,images/gold_v16_40k_003555/after_0002.png,images/gold_v16_40k_003555/after_0003.png,"(1280, 720)","(1280, 720)",True
490db83c3b524ac546dffba499b60df957c639f8a932eefeb4ce330ae78e641c,gold_v16_40k_003663__step_0000,interaction_assessment,CLICK,True,False,False,Look for the target information area for the next task step.,images/gold_v16_40k_003663/before_0001.png,images/gold_v16_40k_003663/after_0001.png,"(1280, 720)","(1280, 720)",True
a3a067d25d74e787baeebd25dd1c419aa0cab9b251d77d4a4d3f4147c93a505d,gold_v16_40k_003663__step_0000,recovery_assessment,NAVIGATE,True,False,False,Look for the target information area for the next task step.,images/gold_v16_40k_003663/after_0001.png,images/gold_v16_40k_003663/after_0002.png,"(1280, 720)","(1280, 720)",False
c07c379fb3add160286dc8d10f030e00c0b45aa8854630c3921a6f79ac2c9213,gold_v16_40k_003695__step_0000,interaction_assessment,CLICK,True,False,False,Locate the needed site resource for the next task step.,images/gold_v16_40k_003695/before_0001.png,images/gold_v16_40k_003695/after_0001.png,"(1280, 720)","(1280, 720)",True
745417933f003bc4f5b7a1bfbd2b5bb38b31bbaa5167b7404159da6c2e6f47e8,gold_v16_40k_003695__step_0000,recovery_assessment,CLICK,True,False,False,Locate the needed site resource for the next task step.,images/gold_v16_40k_003695/after_0001.png,images/gold_v16_40k_003695/after_0002.png,"(1280, 720)","(1280, 720)",True
f06c6e5766efb678a24130f00a25a4c8313c8bbc3ad15c7eb43b8bea28e5e259,gold_v16_40k_003705__step_0000,interaction_assessment,SELECT,True,False,False,Locate the relevant page value for the next task step.,images/gold_v16_40k_003705/before_0001.png,images/gold_v16_40k_003705/after_0001.png,"(1280, 720)","(1280, 720)",True
e0db34b840f2ab21431871dd06a1001168ec678357dc6ba60fab68b65d507e0d,gold_v16_40k_003705__step_0000,recovery_assessment,SELECT,True,False,False,Locate the relevant page value for the next task step.,images/gold_v16_40k_003705/after_0001.png,images/gold_v16_40k_003705/after_0002.png,"(1280, 720)","(1280, 720)",True
7c6b98b8f3c9c9b95f5b5cd5080278e239bb9a1d274f02a4a913c5249035a02c,gold_v16_40k_003769__step_0000,interaction_assessment,SCROLL,True,False,False,Look for the needed site resource for the next task step.,images/gold_v16_40k_003769/before_0001.png,images/gold_v16_40k_003769/after_0001.png,"(1280, 720)","(1280, 720)",False
02538dd5edde840a173e4a51dbb255943ce34d6167f96dc7a7aa86643fae4e82,gold_v16_40k_003769__step_0000,recovery_assessment,SCROLL,True,False,False,Look for the needed site resource for the next task step.,images/gold_v16_40k_003769/after_0001.png,images/gold_v16_40k_003769/after_0002.png,"(1280, 720)","(1280, 720)",True
6607106dbb3c78877c1436b04c190b8ffa45434407d1d95e58781a9daa037ff7,gold_v16_40k_003968__step_0000,interaction_assessment,TYPE,True,False,False,Look for the requested interaction state for the next task step.,images/gold_v16_40k_003968/before_0001.png,images/gold_v16_40k_003968/after_0001.png,"(1280, 720)","(1280, 720)",False
4de3f3f9301ebb1b65b6b8a0c06ac7567b4be76f950765ee9399d643be42feba,gold_v16_40k_003968__step_0000,recovery_assessment,TYPE,True,False,False,Look for the requested interaction state for the next task step.,images/gold_v16_40k_003968/after_0001.png,images/gold_v16_40k_003968/after_0002.png,"(1280, 720)","(1280, 720)",False
ec72289e1c7158a32afdd6cc0923237e792c915bc80c6ae37e0619330e382751,gold_v16_40k_003973__step_0000,interaction_assessment,SELECT,True,False,False,Look for the requested interaction state for the next task step.,images/gold_v16_40k_003973/before_0001.png,images/gold_v16_40k_003973/after_0001.png,"(1280, 720)","(1280, 720)",False
50a82ad77e0f808bdecc19d32d93abfe432856dee443a8300ae86817135e32fa,gold_v16_40k_003973__step_0000,recovery_assessment,SELECT,True,False,False,Look for the requested interaction state for the next task step.,images/gold_v16_40k_003973/after_0001.png,images/gold_v16_40k_003973/after_0002.png,"(1280, 720)","(1280, 720)",False
361a634bcdd850be4fbc262ed2fc54fe32c9a9bba5b783e10c2c82c9b84488d1,gold_v16_40k_003988__step_0001,interaction_assessment,NAVIGATE,True,False,False,Look for the relevant information page for the next task step.,images/gold_v16_40k_003988/before_0002.png,images/gold_v16_40k_003988/after_0002.png,"(1280, 720)","(1280, 720)",False
393a625b4ebf81111a762c490f259a43a62c6f9c3a19b1fab5d4ccac033d6e8a,gold_v16_40k_003988__step_0001,recovery_assessment,NAVIGATE,True,False,False,Look for the relevant information page for the next task step.,images/gold_v16_40k_003988/after_0002.png,images/gold_v16_40k_003988/after_0003.png,"(1280, 720)","(1280, 720)",False
f495b0f4eaa608c17b2a52ee9575f61067ac1b1931d6c9f456178b577690dfb7,gold_v16_40k_004010__step_0002,interaction_assessment,SCROLL,True,False,False,Locate the requested site information for the current page objective.,images/gold_v16_40k_004010/before_0003.png,images/gold_v16_40k_004010/after_0003.png,"(1280, 720)","(1280, 720)",True
5944684877553fdb820415d530771a71f00819c4e0a0924df1955b387298d27a,gold_v16_40k_004441__step_0000,interaction_assessment,CLICK,True,False,False,Look for the relevant information page for this page goal.,images/gold_v16_40k_004441/before_0001.png,images/gold_v16_40k_004441/after_0001.png,"(1280, 720)","(1280, 720)",False
f1a1b57e09fb39febeee0237053dd2f64ea30715f9b5b06c3748dc9d522eab54,gold_v16_40k_004509__step_0000,interaction_assessment,TYPE,True,False,False,Locate the target form state for the current page objective.,images/gold_v16_40k_004509/before_0001.png,images/gold_v16_40k_004509/after_0001.png,"(1280, 720)","(1280, 720)",False
f401f8631cf4a5a73128108e025ef308866ebafed89887a5747e1d7fc682883f,gold_v16_40k_004509__step_0000,recovery_assessment,TYPE,True,False,False,Locate the target form state for the current page objective.,images/gold_v16_40k_004509/after_0001.png,images/gold_v16_40k_004509/after_0002.png,"(1280, 720)","(1280, 720)",False
6b192b1997e97761c321f9b58531ea8d9a68d34d5a8246209081d0cd784fd820,gold_v16_40k_004573__step_0000,interaction_assessment,SELECT,True,False,False,Look for the target form state for the current page objective.,images/gold_v16_40k_004573/before_0001.png,images/gold_v16_40k_004573/after_0001.png,"(1280, 720)","(1280, 720)",False
0214fddd1899175fc2bea65b43038db536aebd6476d21b0d67f2a49be9db6aa3,gold_v16_40k_004573__step_0000,recovery_assessment,SELECT,True,False,False,Look for the target form state for the current page objective.,images/gold_v16_40k_004573/after_0001.png,images/gold_v16_40k_004573/after_0002.png,"(1280, 720)","(1280, 720)",False
e8a76cf7efdb5db0b70835d24197102fefdab50e1af31f08a14f8a72c448844e,gold_v16_40k_004610__step_0000,interaction_assessment,SCROLL,True,False,False,Locate the target information area for the current page objective.,images/gold_v16_40k_004610/before_0001.png,images/gold_v16_40k_004610/after_0001.png,"(1280, 720)","(1280, 720)",True
b9b289f20a2323d74664d1de72559fb9ed5c9269150bb755dceffe19f8bf8440,gold_v16_40k_004610__step_0000,recovery_assessment,SCROLL,True,False,False,Locate the target information area for the current page objective.,images/gold_v16_40k_004610/after_0001.png,images/gold_v16_40k_004610/after_0002.png,"(1280, 720)","(1280, 720)",True
9d429853fa2d8e3619b7394555c004be4e6a9fc42caea7f7621fa1768745a93d,gold_v16_40k_004755__step_0001,interaction_assessment,SELECT,True,False,False,Look for the relevant page value for the current page objective.,images/gold_v16_40k_004755/before_0002.png,images/gold_v16_40k_004755/after_0002.png,"(1280, 720)","(1280, 720)",True
e948f972dcf165efd9fab3bd330975e6db4fca81aa4847c6c5d06a0b5ca30ae6,gold_v16_40k_004755__step_0001,recovery_assessment,SELECT,True,False,False,Look for the relevant page value for the current page objective.,images/gold_v16_40k_004755/after_0002.png,images/gold_v16_40k_004755/after_0003.png,"(1280, 720)","(1280, 720)",True
b9cec53f2ae6d9561a26f11c4f8d6612e44e3c2a4d5047a074204085fbc6f87b,gold_v16_40k_004873__step_0000,interaction_assessment,SELECT,True,False,False,Look for the needed form setting for the current page objective.,images/gold_v16_40k_004873/before_0001.png,images/gold_v16_40k_004873/after_0001.png,"(1280, 720)","(1280, 720)",True
8622e1251b41e8dd82063e343ea1a82982b4281a9524b583ca6ea868ab3d535b,gold_v16_40k_004873__step_0000,recovery_assessment,SELECT,True,False,False,Look for the needed form setting for the current page objective.,images/gold_v16_40k_004873/after_0001.png,images/gold_v16_40k_004873/after_0002.png,"(1280, 720)","(1280, 720)",False
2dac5e243ada66a3343fb245c1b0ec30821a4462fa25d2b3f0cff0dae4ba0ba6,gold_v16_40k_004883__step_0001,interaction_assessment,PRESS_KEY,True,False,False,Look for the needed form setting for the current page objective.,images/gold_v16_40k_004883/before_0002.png,images/gold_v16_40k_004883/after_0002.png,"(1280, 720)","(1280, 720)",False
0193c1bf7a49c10e92f30d63a8036959afd956f4d03af96fffbbc9538c0fafa0,gold_v16_40k_004910__step_0001,interaction_assessment,SCROLL,True,False,False,Locate the relevant information page for the current page objective.,images/gold_v16_40k_004910/before_0002.png,images/gold_v16_40k_004910/after_0002.png,"(1280, 720)","(1280, 720)",False
e06acf59118f7f4de1152704d064281ea0de2188d3c8fcba2d76f19e595200e8,gold_v16_40k_004910__step_0001,recovery_assessment,SCROLL,True,False,False,Locate the relevant information page for the current page objective.,images/gold_v16_40k_004910/after_0002.png,images/gold_v16_40k_004910/after_0003.png,"(1280, 720)","(1280, 720)",False
6b64d30783b59f788166910e285389b6acab8529e6013b27b78308b7476b99bf,gold_v16_40k_005045__step_0002,interaction_assessment,CLICK,True,False,False,Look for the requested site information for the current task.,images/gold_v16_40k_005045/before_0003.png,images/gold_v16_40k_005045/after_0003.png,"(1280, 720)","(1280, 720)",False
0eec8482b5c39feaaa6d22617bad7312a3d74ab8efee4c4bc43db7d643db2685,gold_v16_40k_005050__step_0000,interaction_assessment,TYPE,True,False,False,Look for the requested page value for the current task.,images/gold_v16_40k_005050/before_0001.png,images/gold_v16_40k_005050/after_0001.png,"(1280, 720)","(1280, 720)",True
32f30673d8798904f5d944fe2636a25e362f31cfb567359fedb8c0b14fe90d69,gold_v16_40k_005050__step_0000,recovery_assessment,TYPE,True,False,False,Look for the requested page value for the current task.,images/gold_v16_40k_005050/after_0001.png,images/gold_v16_40k_005050/after_0002.png,"(1280, 720)","(1280, 720)",True
1365bada81c78167df4b525016d5cabef16318980d0ef675cc9b5d8bded0f143,gold_v16_40k_005055__step_0001,interaction_assessment,SELECT,True,False,False,Look for the requested page value for the current task.,images/gold_v16_40k_005055/before_0002.png,images/gold_v16_40k_005055/after_0002.png,"(1280, 720)","(1280, 720)",False
eeb6b3b3c5a4b282be00da3ce1e6937d8711939809f57abdf0b81317dd711d45,gold_v16_40k_005055__step_0001,recovery_assessment,SELECT,True,False,False,Look for the requested page value for the current task.,images/gold_v16_40k_005055/after_0002.png,images/gold_v16_40k_005055/after_0003.png,"(1280, 720)","(1280, 720)",False
8f4d29e361a160d65381ffa9736d4d5747b31d83894032a8b8325272a5ff2b7d,gold_v16_40k_005114__step_0000,interaction_assessment,SELECT,True,False,False,Locate the required page preference for the current task.,images/gold_v16_40k_005114/before_0001.png,images/gold_v16_40k_005114/after_0001.png,"(1280, 720)","(1280, 720)",True
35136463083d99179d6a8c9ef213af5b971ca7d8b384e7d43152def20a459fa8,gold_v16_40k_005114__step_0000,recovery_assessment,SELECT,True,False,False,Locate the required page preference for the current task.,images/gold_v16_40k_005114/after_0001.png,images/gold_v16_40k_005114/after_0002.png,"(1280, 720)","(1280, 720)",True
556eed37c45c4bad000cbea298e83384a05a9238782dc31577c1ce2cbea75a4a,gold_v16_40k_005220__step_0000,interaction_assessment,NAVIGATE,True,False,False,Locate the target web resource for the current task.,images/gold_v16_40k_005220/before_0001.png,images/gold_v16_40k_005220/after_0001.png,"(1280, 720)","(1280, 720)",False
b0374c13ea19a79594d1cb7c739614cbf185089fd5d5c71e1a2632577a607b73,gold_v16_40k_005220__step_0000,recovery_assessment,NAVIGATE,True,False,False,Locate the target web resource for the current task.,images/gold_v16_40k_005220/after_0001.png,images/gold_v16_40k_005220/after_0002.png,"(1280, 720)","(1280, 720)",False
449ed18f4ba48710abbb0c21e4eddbe3fcf80f9d96e3b24453b8e427c958702e,gold_v16_40k_005365__step_0002,interaction_assessment,PRESS_KEY,True,False,False,Look for the requested lookup value for the current task.,images/gold_v16_40k_005365/before_0003.png,images/gold_v16_40k_005365/after_0003.png,"(1280, 720)","(1280, 720)",False
fb57d81502a07af53afb66641c530ca570c8da287b027190223a3467ff8b1ab8,gold_v16_40k_005404__step_0000,interaction_assessment,CLICK,True,False,False,Locate the requested page section for the current task.,images/gold_v16_40k_005404/before_0001.png,images/gold_v16_40k_005404/after_0001.png,"(1280, 720)","(1280, 720)",False
aba130d108408d30e60461809e0af4c13d3dacd7df4e380bff2c05026a50d53b,gold_v16_40k_005404__step_0000,recovery_assessment,CLICK,True,False,False,Locate the requested page section for the current task.,images/gold_v16_40k_005404/after_0001.png,images/gold_v16_40k_005404/after_0002.png,"(1280, 720)","(1280, 720)",False
df6fe7b67ed08029d5e1e3cd7a3652d0bf4edcf4ca3210d6a020216f9e2fd9fa,gold_v16_40k_005424__step_0001,interaction_assessment,PRESS_KEY,True,False,False,Locate the needed page setting for the current task.,images/gold_v16_40k_005424/before_0002.png,images/gold_v16_40k_005424/after_0002.png,"(1280, 720)","(1280, 720)",False
3aed232485cce3fb5d09457ceb73d48770b997a5e2ce21a10670e84a6523b786,gold_v16_40k_005515__step_0001,interaction_assessment,PRESS_KEY,True,False,False,Locate the target form state for the current task.,images/gold_v16_40k_005515/before_0002.png,images/gold_v16_40k_005515/after_0002.png,"(1280, 720)","(1280, 720)",True
60fbdeae62118a2b7d1737012a649432480997b3e3d2e85d9e520785e419420e,gold_v16_40k_005515__step_0001,recovery_assessment,PRESS_KEY,True,False,False,Locate the target form state for the current task.,images/gold_v16_40k_005515/after_0002.png,images/gold_v16_40k_005515/after_0003.png,"(1280, 720)","(1280, 720)",True
233905c1bafb31fb60bc2951903e3757b0e8e9ba5d7d9a4ece47c431fb971e6a,gold_v16_40k_005579__step_0000,interaction_assessment,NAVIGATE,True,False,False,Look for the relevant project details for the current task.,images/gold_v16_40k_005579/before_0001.png,images/gold_v16_40k_005579/after_0001.png,"(1280, 720)","(1280, 720)",False
03c83108e38268fa6ae21c19b73eccc88ddee96c30796c1a9ee945d71845526f,gold_v16_40k_005579__step_0000,recovery_assessment,NAVIGATE,True,False,False,Look for the relevant project details for the current task.,images/gold_v16_40k_005579/after_0001.png,images/gold_v16_40k_005579/after_0002.png,"(1280, 720)","(1280, 720)",True
8e7b7934649e48db71bd91d5d5d0e8bbd81d66a899fc96c80f333a8c80c92e72,gold_v16_40k_005613__step_0000,interaction_assessment,CLICK,True,False,False,Locate the target information area for the current task.,images/gold_v16_40k_005613/before_0001.png,images/gold_v16_40k_005613/after_0001.png,"(1280, 720)","(1280, 720)",False
7d9b6c34a96e84c68e1c5ebbbaab91f2239f97a59affa4d274198cd22ce7599c,gold_v16_40k_005613__step_0000,recovery_assessment,NAVIGATE,True,False,False,Locate the target information area for the current task.,images/gold_v16_40k_005613/after_0001.png,images/gold_v16_40k_005613/after_0002.png,"(1280, 720)","(1280, 720)",False
9b1c18ab9be4a2fc8a0f4c65530cb2a8a9e8db4f11b19703ea06b4a56381316f,gold_v16_40k_005729__step_0000,interaction_assessment,NAVIGATE,True,False,False,Locate the needed site resource for the current task.,images/gold_v16_40k_005729/before_0001.png,images/gold_v16_40k_005729/after_0001.png,"(1280, 720)","(1280, 720)",False
cb368597cb1c321cd0fad9817997ae54eb10de39cc72e013d51eb824a405dd59,gold_v16_40k_005729__step_0000,recovery_assessment,NAVIGATE,True,False,False,Locate the needed site resource for the current task.,images/gold_v16_40k_005729/after_0001.png,images/gold_v16_40k_005729/after_0002.png,"(1280, 720)","(1280, 720)",True
3d7153979c77f365b9871f92b4988809535edcc7af0260ee4e243efb9a80eb60,gold_v16_40k_005763__step_0000,interaction_assessment,CLICK,True,False,False,Look for the needed site resource for the current task.,images/gold_v16_40k_005763/before_0001.png,images/gold_v16_40k_005763/after_0001.png,"(1280, 720)","(1280, 720)",False
1a7245de81f9199aeeca96caee036e4dda85812f044e0e74599b1e70a6513aef,gold_v16_40k_005763__step_0000,recovery_assessment,NAVIGATE,True,False,False,Look for the needed site resource for the current task.,images/gold_v16_40k_005763/after_0001.png,images/gold_v16_40k_005763/after_0002.png,"(1280, 720)","(1280, 720)",False
e3e124da9cd86fc8dd62fa51f70d56349732f4e4690f0fa2c0bcf04c734f8526,gold_v16_40k_005768__step_0000,interaction_assessment,TYPE,True,False,False,Look for the relevant page value for the current task.,images/gold_v16_40k_005768/before_0001.png,images/gold_v16_40k_005768/after_0001.png,"(1280, 720)","(1280, 720)",False
48e51e49ba6e766eb3e895da4ff5790254513406feeeb27981ff1ba0f299c2a5,gold_v16_40k_005768__step_0000,recovery_assessment,TYPE,True,False,False,Look for the relevant page value for the current task.,images/gold_v16_40k_005768/after_0001.png,images/gold_v16_40k_005768/after_0002.png,"(1280, 720)","(1280, 720)",False
e8c7c991a4e882430f94bcac850a40e8c120a5c6c1d19b04cf03d1d229bdd806,gold_v16_40k_005879__step_0001,interaction_assessment,NAVIGATE,True,False,False,Look for the requested reference content for the current task.,images/gold_v16_40k_005879/before_0002.png,images/gold_v16_40k_005879/after_0002.png,"(1280, 720)","(1280, 720)",True
1da8c149080ce5cd3d92f8978194b06ba83d0be6044d54a05f9fc46ace03e18c,gold_v16_40k_005913__step_0001,interaction_assessment,NAVIGATE,True,False,False,Locate the relevant information page for the current task.,images/gold_v16_40k_005913/before_0002.png,images/gold_v16_40k_005913/after_0002.png,"(1280, 720)","(1280, 720)",False
9225fa0cf31ebb8368bd6beb0ce21a4ff7aa7cbe3ef0628ff55203b439553156,gold_v16_40k_005913__step_0001,recovery_assessment,CLICK,True,False,False,Locate the relevant information page for the current task.,images/gold_v16_40k_005913/after_0002.png,images/gold_v16_40k_005913/after_0003.png,"(1280, 720)","(1280, 720)",True
96e986560ca59a129e938bed65de50392ec76f967d956d15cec38fc19689b0f6,gold_v16_40k_005923__step_0001,interaction_assessment,SELECT,True,False,False,Locate the requested interaction state for the current task.,images/gold_v16_40k_005923/before_0002.png,images/gold_v16_40k_005923/after_0002.png,"(1280, 720)","(1280, 720)",False
238e5c5051fc1beb1bdbc6a9f41a2aa28566aa6f800cd402cb522d10da1733a6,gold_v16_40k_005928__step_0000,interaction_assessment,SCROLL,True,False,False,Locate the relevant information page for the current task.,images/gold_v16_40k_005928/before_0001.png,images/gold_v16_40k_005928/after_0001.png,"(1280, 720)","(1280, 720)",False
a71c6709ef996f897a245557b2b41fb4d8541f0183255a344a2ad480b93d7663,gold_v16_40k_005928__step_0000,recovery_assessment,SCROLL,True,False,False,Locate the relevant information page for the current task.,images/gold_v16_40k_005928/after_0001.png,images/gold_v16_40k_005928/after_0002.png,"(1280, 720)","(1280, 720)",False
b142cc0a489bf8b5bc0d56bb966a187afc1262ece0bf345c42f19e70888686af,gold_v16_40k_006009__step_0001,interaction_assessment,TYPE,True,False,False,Locate the requested page value for the requested result.,images/gold_v16_40k_006009/before_0002.png,images/gold_v16_40k_006009/after_0002.png,"(1280, 720)","(1280, 720)",False
bda25a8ff48e028e5b76d469bb7e588d221f40c415b9b6fb858b450aeda53798,gold_v16_40k_006068__step_0001,interaction_assessment,TYPE,True,False,False,Look for the requested page value for the requested result.,images/gold_v16_40k_006068/before_0002.png,images/gold_v16_40k_006068/after_0002.png,"(1280, 720)","(1280, 720)",False
