row_id,request_key,case_id,phase,action_type,status,syntax,defects,declared_outcome,reason,themes,identical_decoded_pixels,token_count,limit_hit,ended_with_eos,raw_response,source_path,source_sha256
browser_use_base,d8c351f757dac126dbef3b9251b65a74ba2dc0c701abfdb5c6878db1a1288edb,gold_v16_40k_000233__step_0000,recovery_assessment,PRESS_KEY,abstention,json,,ABSTAIN,Insufficient evidence to determine the outcome.,uncertainty_language,False,23,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/d8c351f757dac126dbef3b9251b65a74ba2dc0c701abfdb5c6878db1a1288edb.json,958740b12e337398375ee9df12d4c8bd797c9f297e9a4f8d39feb1bd82fd6e09
browser_use_base,ca29e57f7c2e7ee9164252fa19900cfd70429f45869cc9622ff44d413cd5bb11,gold_v16_40k_000238__step_0000,interaction_assessment,NAVIGATE,abstention,json,invalid_failure_label,ABSTAIN,Insufficient evidence to determine the outcome of the action.,uncertainty_language,False,36,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome of the action."", ""failure_type_4"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/ca29e57f7c2e7ee9164252fa19900cfd70429f45869cc9622ff44d413cd5bb11.json,bb75c635845aa48f487d1df59ff00c09e067d6d754b6092c07c7b2767387316c
browser_use_base,f492b6ae343a8a01aba10c544650dd8e03a58ffc6018b9ea9b9d022476f098cf,gold_v16_40k_000238__step_0000,recovery_assessment,NAVIGATE,abstention,json,,ABSTAIN,Insufficient evidence to determine the outcome.,uncertainty_language,False,23,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/f492b6ae343a8a01aba10c544650dd8e03a58ffc6018b9ea9b9d022476f098cf.json,08439ad5473bcd454f9dbc0d828b6b27b3e6918bc9fe9d4dca492889235c66c2
browser_use_base,2c2d2f70e8a918b6417c20e7928fddd3cbd418c6d69efb21a0708a3db9758df0,gold_v16_40k_000250__step_0002,interaction_assessment,TYPE,abstention,json,,ABSTAIN,No change observed in the screenshots provided.,no_change_language,True,31,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""No change observed in the screenshots provided."", ""failure_type_4"": ""NONE""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/2c2d2f70e8a918b6417c20e7928fddd3cbd418c6d69efb21a0708a3db9758df0.json,5e5289108bd9cc7fafc01976db91e0378e587a8d87b6720f40eece01ec5fbd1c
browser_use_base,c35d5bf0358dddfdfc02b13ee879da453f8e9d9a80eee8853b3c812ebecbe924,gold_v16_40k_000265__step_0002,interaction_assessment,PRESS_KEY,abstention,json,,ABSTAIN,No observable change in the screenshot provided.,no_change_language,False,31,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""No observable change in the screenshot provided."", ""failure_type_4"": ""NONE""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/c35d5bf0358dddfdfc02b13ee879da453f8e9d9a80eee8853b3c812ebecbe924.json,876f399aa7985e6002a8c460f60a23cdc2230528b8b92f3612064332955418e7
browser_use_base,01b0e44a6da9234367de9cb39ad6509cfa140d4319f285696632fc509a0d691e,gold_v16_40k_000378__step_0000,interaction_assessment,SCROLL,abstention,json,invalid_failure_label,ABSTAIN,Insufficient evidence to determine the outcome of the action.,uncertainty_language,False,36,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome of the action."", ""failure_type_4"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/01b0e44a6da9234367de9cb39ad6509cfa140d4319f285696632fc509a0d691e.json,9d0e70e9b202f3d40c3a4eac98e5ebd20c0731f0fc250cfb408a6f8191d4c6aa
browser_use_base,2d0a13589d649fd060f17202a57eda9237937ea4e92518220dab48bd49c6b8ca,gold_v16_40k_000378__step_0000,recovery_assessment,SCROLL,abstention,json,,ABSTAIN,Insufficient evidence to determine the outcome of the action.,uncertainty_language,False,26,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome of the action.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/2d0a13589d649fd060f17202a57eda9237937ea4e92518220dab48bd49c6b8ca.json,22edf8906194ed13f1d5c681ac6564203ab6209244f9fda0f9049d6405b6c919
browser_use_base,678eb91b1ad9fd23dc4df338c0e8e4fd15963c856fc555f0ea78ff0a45b4216b,gold_v16_40k_000405__step_0000,interaction_assessment,SELECT,abstention,json,,ABSTAIN,No change observed in the screenshots provided.,no_change_language,False,31,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""No change observed in the screenshots provided."", ""failure_type_4"": ""NONE""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/678eb91b1ad9fd23dc4df338c0e8e4fd15963c856fc555f0ea78ff0a45b4216b.json,18d9f4174f0fa69424901c3338fe5c946940230f94f90092f6a7e5793506b84e
browser_use_base,e8e51f6b0952727ab613f3959dde4a9a0c03d1bad54e58c3d545a21f98c5fc79,gold_v16_40k_000405__step_0000,recovery_assessment,SELECT,abstention,json,,ABSTAIN,Insufficient evidence to determine the outcome.,uncertainty_language,True,23,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/e8e51f6b0952727ab613f3959dde4a9a0c03d1bad54e58c3d545a21f98c5fc79.json,7acf9f3be100910074694aa9defebbeb050e71b193e71cf44e0ce1065f7c2850
browser_use_base,4b83595ac593f776e2cd9c88dbb232024e81abce622be160e7250f83a7c4760e,gold_v16_40k_000410__step_0001,interaction_assessment,SCROLL,abstention,json,invalid_failure_label,ABSTAIN,Insufficient evidence to determine the outcome of the action.,uncertainty_language,False,36,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome of the action."", ""failure_type_4"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/4b83595ac593f776e2cd9c88dbb232024e81abce622be160e7250f83a7c4760e.json,e5fffa605d580d9244a30bf77c197f1aa78c0b21a9b8daf01c9c42b154ab28fd
browser_use_base,d7c142b73e267b5a71d38813130839815d2b52b5b0143caaf6f85795634effc8,gold_v16_40k_000410__step_0001,recovery_assessment,SCROLL,abstention,json,,ABSTAIN,Insufficient evidence to determine the outcome of the action.,uncertainty_language,False,26,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome of the action.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/d7c142b73e267b5a71d38813130839815d2b52b5b0143caaf6f85795634effc8.json,2d56da95f771066d7da04e0165dceb3a3f87b7ac98895327e01aac8ca1b2afb9
browser_use_base,fb6a485c8b325abdadc674658192b95e166f959a03d094013d69cc03e9c4a138,gold_v16_40k_000479__step_0001,interaction_assessment,NAVIGATE,abstention,json,,ABSTAIN,"No change in the screenshot is observed, indicating no action was taken.",no_change_language,True,37,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""No change in the screenshot is observed, indicating no action was taken."", ""failure_type_4"": ""NONE""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/fb6a485c8b325abdadc674658192b95e166f959a03d094013d69cc03e9c4a138.json,43eae4e2e28646bf5372309411f9c603209469c4cc70fbe52598af8f03e2bbb8
browser_use_base,9e8db1343e7530e9670b8a1f44319e073a11c63608d319e3f07f886218b84932,gold_v16_40k_000518__step_0000,interaction_assessment,TYPE,abstention,json,,ABSTAIN,No change observed in the provided screenshots.,no_change_language,False,31,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""No change observed in the provided screenshots."", ""failure_type_4"": ""NONE""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/9e8db1343e7530e9670b8a1f44319e073a11c63608d319e3f07f886218b84932.json,5a0e6ab39fdea126675798929824aa6b17e9606b5f1b8ba700bc8942130b0b87
browser_use_base,9baccd659a2e2d20fc5fae3a62cbe170c56eee048bcd3a4da3390630bc84faff,gold_v16_40k_000518__step_0000,recovery_assessment,TYPE,abstention,json,,ABSTAIN,Insufficient evidence to determine the outcome.,uncertainty_language,False,23,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/9baccd659a2e2d20fc5fae3a62cbe170c56eee048bcd3a4da3390630bc84faff.json,60bd7660aa7c9e28f042aec606139b15b77d6bbacbe32b2fc2f8cc31aff13ad4
browser_use_base,5109a36c6046bac0aa170c3623ed33b5af95cf967ad8661d106818a4aaa3b8ea,gold_v16_40k_000538__step_0000,interaction_assessment,NAVIGATE,abstention,json,,ABSTAIN,No change in the screenshot is observed to determine the outcome.,no_change_language,False,35,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""No change in the screenshot is observed to determine the outcome."", ""failure_type_4"": ""NONE""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/5109a36c6046bac0aa170c3623ed33b5af95cf967ad8661d106818a4aaa3b8ea.json,20c43979207a5abeed99275f66927d356333037dd40c78c969b509c9b8615e43
browser_use_base,524e12679d31b1173539cabe38ad29a37c9b781dad427d40d2e64ffe7e32f12a,gold_v16_40k_000538__step_0000,recovery_assessment,NAVIGATE,abstention,json,,ABSTAIN,Insufficient evidence to determine the outcome.,uncertainty_language,False,23,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/524e12679d31b1173539cabe38ad29a37c9b781dad427d40d2e64ffe7e32f12a.json,07ae99fb86b7badb0ddaf918ecb259e9b52ec23cbce0d455e26f5ba1338bff29
browser_use_base,3dd714ddb89cb8a0ad87d7e9a5e93819f588c2125a34a65ca2d83478d3466e06,gold_v16_40k_000566__step_0000,interaction_assessment,NAVIGATE,abstention,json,invalid_failure_label,ABSTAIN,No change observed in the screenshots provided.,no_change_language,False,33,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""No change observed in the screenshots provided."", ""failure_type_4"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/3dd714ddb89cb8a0ad87d7e9a5e93819f588c2125a34a65ca2d83478d3466e06.json,5df1f3c824f4ef6ac9aac92c68e46d1726a49bdcb4a772156dc7ffb92a005def
browser_use_base,47a214593f46d58eb73c7662d19ce911442767be4551d6133c8e36e7a06eafa3,gold_v16_40k_000813__step_0000,interaction_assessment,CLICK,abstention,json,invalid_failure_label,ABSTAIN,No observable change in the provided screenshots to determine the outcome.,no_change_language,False,37,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""No observable change in the provided screenshots to determine the outcome."", ""failure_type_4"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/47a214593f46d58eb73c7662d19ce911442767be4551d6133c8e36e7a06eafa3.json,0bd304f6782d2581be014040bb4a5da0601b40b646bf105f86fc59d07688c0eb
browser_use_base,0ccfd3840b6462041fc9bd89f4d6e90cd87358851a3d562128b35879090dfe90,gold_v16_40k_000813__step_0000,recovery_assessment,NAVIGATE,abstention,json,,ABSTAIN,Insufficient evidence to determine the outcome.,uncertainty_language,False,23,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/0ccfd3840b6462041fc9bd89f4d6e90cd87358851a3d562128b35879090dfe90.json,3c3236a4537a8b996eb35ed88ae5ba6ff610d995c3a42fe888e6f1485e65bab3
browser_use_base,7f83a9bec5e43c4b2d801714d768db90fdc8e3153775b78de4c4e473f28ab83e,gold_v16_40k_000909__step_0001,interaction_assessment,TYPE,abstention,json,,ABSTAIN,No change in the screenshot provided.,no_change_language,True,30,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""No change in the screenshot provided."", ""failure_type_4"": ""NONE""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/7f83a9bec5e43c4b2d801714d768db90fdc8e3153775b78de4c4e473f28ab83e.json,dcaec72b847106ead863b0ac56863378d8bfe6002502f6f88a403d2b725127a7
browser_use_base,fb67559b90eee9151455e533ec788f40fd1cee458bf4fb4b82522aba982bb9ba,gold_v16_40k_000963__step_0000,interaction_assessment,CLICK,abstention,json,invalid_failure_label,ABSTAIN,Insufficient evidence to determine the outcome of the action.,uncertainty_language,False,36,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome of the action."", ""failure_type_4"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/fb67559b90eee9151455e533ec788f40fd1cee458bf4fb4b82522aba982bb9ba.json,dd7728bd6cf763bb45ed956ffacc827cbe50d91cc4a4f6e42fbacc5e50e1c559
browser_use_base,d67591e63edfbe44e1a8afc0be01dd4289164ba1e26a11995067d3277085a62d,gold_v16_40k_000963__step_0000,recovery_assessment,NAVIGATE,abstention,json,,ABSTAIN,Insufficient evidence to determine the outcome.,uncertainty_language,False,23,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/d67591e63edfbe44e1a8afc0be01dd4289164ba1e26a11995067d3277085a62d.json,792b60bc27cfe057e418eeb118bf2118f9649a8e5fe4a10f665f791f35d94158
browser_use_base,582761458525dfd52c9e2bf16de3ebe0028c58c5622f156aba65e20008c4fb65,gold_v16_40k_001000__step_0000,interaction_assessment,TYPE,abstention,json,invalid_failure_label,ABSTAIN,Insufficient evidence to determine the outcome,uncertainty_language,False,33,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome"", ""failure_type_4"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/582761458525dfd52c9e2bf16de3ebe0028c58c5622f156aba65e20008c4fb65.json,2afd76e431f6a7e148a2283f19a453ee276ac987063d220119b05a1a7b730f89
browser_use_base,8a070d7e9ddff28c531244ab4a706e96d3db1e4c21371d2769bf1a332f4ba8c2,gold_v16_40k_001000__step_0000,recovery_assessment,TYPE,abstention,json,,ABSTAIN,Insufficient evidence to determine the outcome.,uncertainty_language,True,23,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/8a070d7e9ddff28c531244ab4a706e96d3db1e4c21371d2769bf1a332f4ba8c2.json,99f3355e039452a59b6283b9f55492376796ee2b3cd429942fc8774bb8ba2208
browser_use_base,f8f5fe3d78d9e59daff3356527e659263673e200487d959dc8799b897a36c93e,gold_v16_40k_001059__step_0000,interaction_assessment,TYPE,abstention,json,,ABSTAIN,No change observed in the screenshots provided.,no_change_language,False,31,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""No change observed in the screenshots provided."", ""failure_type_4"": ""NONE""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/f8f5fe3d78d9e59daff3356527e659263673e200487d959dc8799b897a36c93e.json,fef841adaac046b7343a59735005bc21b4f6792f0cff59a51f4eb425cc8b9774
browser_use_base,8e86fb594e4db427cf852d0f3b4fa738ee73b12fd40897c1477850bad6eb30b6,gold_v16_40k_001059__step_0000,recovery_assessment,TYPE,abstention,json,,ABSTAIN,No change observed in the provided screenshots.,no_change_language,False,23,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""No change observed in the provided screenshots.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/8e86fb594e4db427cf852d0f3b4fa738ee73b12fd40897c1477850bad6eb30b6.json,23a1a070c40bdc502abe4078ba00c32ae9a9d0bbb5caff89ccfd8aadcdebb429
browser_use_base,1d8d49de64bc919d40cb58dd1f3a6278195558f60165a09b56ff2bf6cb2efea5,gold_v16_40k_001128__step_0001,interaction_assessment,SCROLL,abstention,json,,ABSTAIN,Insufficient evidence to determine the outcome of the scroll action.,uncertainty_language,False,35,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome of the scroll action."", ""failure_type_4"": ""NONE""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/1d8d49de64bc919d40cb58dd1f3a6278195558f60165a09b56ff2bf6cb2efea5.json,c81e51837e51f59d1974a115e294d8df672059af7eccc1824be6699e549a5c1e
browser_use_base,92e3691c43bae6562de3f92d7d07686d0d885ed1da7ba217c3c93ac1d3eb11ac,gold_v16_40k_001145__step_0000,interaction_assessment,CLICK,abstention,json,invalid_failure_label,ABSTAIN,Insufficient evidence to determine the outcome.,uncertainty_language,False,33,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome."", ""failure_type_4"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/92e3691c43bae6562de3f92d7d07686d0d885ed1da7ba217c3c93ac1d3eb11ac.json,02b8c1f88e3913f1b45d0bc74a5c04a19abcb1dbc4d83f429848f41a8d75b518
browser_use_base,78385e91cc6d6fa8007318fe0e863a01155936d9e248f4ccd3c5eeb875d21d04,gold_v16_40k_001145__step_0000,recovery_assessment,CLICK,abstention,json,,ABSTAIN,Insufficient evidence to determine the outcome.,uncertainty_language,False,23,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/78385e91cc6d6fa8007318fe0e863a01155936d9e248f4ccd3c5eeb875d21d04.json,2240c531a67bb3f57c255b240f49153517cfaca996e195b67877fdee06d8a08a
browser_use_base,6dce7ee53e9a1f728805fbb7abaf34d3012d03b16434512c55f9d0e87f7acab1,gold_v16_40k_001145__step_0002,interaction_assessment,CLICK,abstention,json,invalid_failure_label,ABSTAIN,Insufficient evidence to determine the outcome,uncertainty_language,False,33,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome"", ""failure_type_4"": ""ABSTAIN""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/6dce7ee53e9a1f728805fbb7abaf34d3012d03b16434512c55f9d0e87f7acab1.json,b9247e951b2c39a7591be3c22d94a453707d19c55215fd497883366386f84a6f
browser_use_base,a8f94cf68440a9868ed8cbcb4965d36bad9d0b4d369ed352dca080b3348e4c08,gold_v16_40k_001155__step_0002,interaction_assessment,SELECT,abstention,json,,ABSTAIN,No change observed in the provided screenshots.,no_change_language,False,31,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""No change observed in the provided screenshots."", ""failure_type_4"": ""NONE""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/a8f94cf68440a9868ed8cbcb4965d36bad9d0b4d369ed352dca080b3348e4c08.json,4da61e5087b84e927e308fab50ff3ec67d4a196a8b0265ebff2e73c7c1de7d73
browser_use_base,850346bf56351e31d66d6f3d19b17f86a30b384c246ee7667c61e463ebb27485,gold_v16_40k_001278__step_0000,interaction_assessment,SCROLL,abstention,json,,ABSTAIN,No change observed in the screenshots provided.,no_change_language,False,31,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""No change observed in the screenshots provided."", ""failure_type_4"": ""NONE""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/850346bf56351e31d66d6f3d19b17f86a30b384c246ee7667c61e463ebb27485.json,972b99aaaed25abc47e2ee9b6e03c7310701e93920780dc4459b6140c4593986
browser_use_base,e9e6c7bc41db2bc8ea2e80ffea09332efd6844a22d397ae9d0aff6aa2cc39dac,gold_v16_40k_001278__step_0000,recovery_assessment,SCROLL,abstention,json,,ABSTAIN,Insufficient evidence to determine the outcome of the scroll action.,uncertainty_language,False,27,False,True,"{""outcome_label"": ""ABSTAIN"", ""reason"": ""Insufficient evidence to determine the outcome of the scroll action.""}",.task1-assets/runs/task1-internvl-dual-v2/pilot-reviewed-20260916/browser_use_base/e9e6c7bc41db2bc8ea2e80ffea09332efd6844a22d397ae9d0aff6aa2cc39dac.json,ca3f8c0824ee49687d9ba04cf2aed4c6c9248721f1f463b76bc147f3f769da88
